symbols,brain > body (default),brain >= body,brain non-zero
COX17,0,1,1
SCAMP2,0,0,1
SCAMP3,0,0,1
IL18BP,0,0,1
RWDD2B,0,0,1
MUC12,0,1,1
DPP3,0,0,1
SNUPN,0,0,1
HUWE1,0,0,1
PTPRU,0,1,1
TSPAN32,0,0,1
TSSC4,0,0,1
ATP9A,1,1,1
PDCD7,0,0,1
GPC6,0,0,1
USH1C,1,1,1
PQBP1,0,0,1
EDIL3,1,1,1
HHLA1,0,0,0
COL4A3BP,0,1,1
KCNK7,0,1,1
UST,0,1,1
ARPC5,0,0,1
ARPC4,0,0,1
ARPC3,0,0,1
ARPC1B,0,0,1
ACTR3,0,0,1
ACTR2,0,1,1
TSPAN5,1,1,1
TSPAN3,1,1,1
TSPAN2,0,0,1
NUBP2,0,0,1
TSFM,0,1,1
TSPAN1,0,0,1
PPIF,0,1,1
CTDSP2,0,0,1
TRIM10,0,0,0
ARPC2,0,0,1
SGK2,0,1,1
RAD50,0,0,1
KIF20A,0,0,1
PREB,0,0,1
HIPK3,0,0,1
FEM1B,0,1,1
ENAM,0,0,0
ACTR1B,0,1,1
ACTR1A,0,1,1
ARL4C,0,1,1
ARL4A,0,0,1
RASGRP1,1,1,1
DNAL4,0,1,1
ZNF263,0,0,1
LRPPRC,0,0,1
FRY,0,1,1
PDIA6,0,0,1
TRAP1,0,0,1
OPTN,0,1,1
BCAP31,0,0,1
NAMPT,0,0,1
CELA3A,0,0,1
RBM12,0,0,1
YAF2,0,1,1
ARFRP1,0,0,1
TOB1,0,0,1
LINC01587,0,0,0
AKAP9,0,0,1
CLEC3A,0,0,0
FAM13A,0,0,1
G3BP1,0,0,1
SUGP2,0,1,1
EBI3,0,1,1
ADGRG2,0,0,1
MBNL2,0,1,1
HNRNPA3P1,0,0,0
ABI2,1,1,1
CEBPZ,0,0,1
PLXNC1,0,1,1
TRIM28,0,0,1
RASA4,0,0,1
AASS,0,0,1
PDZK1IP1,0,0,1
ATP6AP2,0,1,1
FARP1,0,1,1
LPAR6,0,0,1
U47924.1,0,0,1
WASF2,0,0,1
CHST4,0,0,0
SLC25A13,0,0,1
SLC25A15,0,0,1
ZNF197,0,1,1
SERF2,0,0,1
DHRS9,0,1,1
RCL1,0,0,1
ZNF256,0,0,1
SORBS3,0,0,1
CNIH1,0,0,1
TENM1,0,1,1
AP002373.1,0,0,1
RBM6,0,0,1
RBM5,0,0,1
LHFPL2,0,0,1
LHFPL6,0,1,1
TNK2,1,1,1
ALYREF,0,0,1
TXNDC9,0,0,1
RNF41,0,1,1
TSHZ1,0,1,1
ALG3,0,0,1
PRMT3,0,1,1
PSME3,0,0,1
MPHOSPH9,0,0,1
MPHOSPH10,0,0,1
MPHOSPH6,0,1,1
NME6,0,0,1
DHRS2,0,1,1
CALCRL,0,0,1
NUTF2,0,1,1
MPZL2,0,0,1
TRIM13,0,0,1
PATJ,0,0,1
USPL1,0,0,1
EIF1,0,0,1
TOPORS,0,0,1
FLOT1,0,1,1
DDX39A,0,0,1
PSMD14,0,1,1
SSX3,0,0,0
OLIG2,1,1,1
PRG4,0,0,1
CTDSPL,0,0,1
ANGPTL7,0,0,1
KLRG1,0,1,1
GDF11,1,1,1
TRIB1,0,0,1
GPA33,0,1,1
ZNF443,0,1,1
CD96,0,0,1
PLIN3,0,0,1
MFSD10,0,0,1
STX6,0,1,1
COQ7,0,0,1
NBR2,0,0,1
RCAN2,0,1,1
MSLN,0,1,1
LRRC23,1,1,1
LRRC17,0,0,1
RASGRP2,0,1,1
HNRNPR,0,0,1
SLC35B1,0,0,1
DCAF7,0,1,1
AP3S2,0,1,1
MRPS31,0,0,1
CALCOCO2,0,0,1
KCNMB2,1,1,1
GPHN,1,1,1
RABEPK,0,1,1
TIMM17B,0,0,1
SLC17A2,0,0,0
RIDA,1,1,1
POP7,0,1,1
GLYAT,0,0,0
SRRM1,0,0,1
SPRY3,0,1,1
SPRY1,0,0,1
SPRY2,0,1,1
STAM2,0,0,1
HCG9,0,0,1
CNKSR1,0,1,1
ABCC4,0,0,1
DENND4A,0,0,1
IGSF6,0,1,1
SF3B4,0,0,1
CDK2AP2,0,0,1
IRX5,0,1,1
RAMP2,0,1,1
RAMP1,0,1,1
RAMP3,0,0,1
ZMPSTE24,0,0,1
AKAP8,0,0,1
FSTL3,0,0,1
STUB1,0,1,1
STAG1,0,0,1
NET1,0,0,1
UBE4B,0,0,1
EFS,0,1,1
PRSS16,0,0,1
SIGMAR1,0,0,1
DSCR4,0,0,0
BET1,0,0,1
CWC27,0,1,1
SAP18,1,1,1
SMNDC1,0,0,1
BCAS2,0,1,1
RGS19,0,0,1
LILRB2,0,0,1
EIF1B,0,1,1
SPEG,0,1,1
SF3A1,0,0,1
TRAIP,0,1,1
DNAJA2,0,1,1
BCKDK,0,0,1
MAEA,0,0,1
APC2,1,1,1
PAK4,0,0,1
MARCH6,0,0,1
KATNB1,1,1,1
DLEU1,0,0,1
SNAPC5,0,1,1
APBB3,0,0,1
ZNF267,0,0,1
CCNO,0,1,1
VPS26C,0,0,1
TCIRG1,0,0,1
RTN3,1,1,1
LANCL1,1,1,1
NMUR1,0,0,1
B3GALT5,0,1,1
TNIP1,0,0,1
LAMC3,0,1,1
IKZF1,0,0,1
CRISP3,0,1,1
SMYD5,0,1,1
KLHL41,0,1,1
RRAGB,0,1,1
SIRPB1,0,1,1
AKR1A1,0,0,1
EMC8,0,0,1
TMEM5,0,0,1
CNPY2,0,1,1
B3GNT3,0,0,0
CLEC4M,0,0,0
TLR6,0,0,1
MRVI1,0,1,1
PCGF3,0,0,1
TFG,0,0,1
PKDREJ,0,1,1
CCL26,0,0,1
TRDN,0,1,1
TRIM22,0,0,1
ABCA7,0,1,1
ABCA10,0,0,1
ABCA9,0,0,1
ABCA8,0,0,1
WARS2,0,0,1
HMGB1P1,0,1,1
NPM3,0,0,1
NPM2,1,1,1
HMG20B,0,0,1
HMG20A,0,0,1
KLF2,0,0,1
MICU1,0,1,1
CACNG3,1,1,1
CACNG2,1,1,1
CITED2,0,0,1
SEMA3A,0,1,1
TUBA1B,0,1,1
IRF9,0,0,1
BPNT1,0,0,1
TUBB3,1,1,1
TUBB4A,1,1,1
TUBB4B,0,1,1
BTN3A3,0,0,1
BTN2A2,0,0,1
SYCP2,0,1,1
SCML2,0,0,1
CEPT1,0,0,1
CORO2B,1,1,1
NOD1,0,0,1
ANAPC10,0,1,1
PRG3,0,0,0
DLC1,0,1,1
ATP8A1,1,1,1
NDRG1,0,1,1
MYL9,0,0,1
RACK1,0,0,1
PEMT,0,0,1
PIAS3,0,0,1
ST3GAL6,0,1,1
NDC80,0,0,1
AP003117.1,0,0,1
WFDC2,0,1,1
SPAG11B,0,0,0
MYCNOS,1,1,1
BASP1,1,1,1
IFITM3,0,0,1
RAPGEF3,0,1,1
NSA2,0,0,1
YAP1,0,0,1
SPON2,0,0,1
SPON1,0,1,1
PRMT5,0,0,1
TESK2,0,1,1
CD2BP2,0,1,1
UBAC1,0,1,1
CDIPT,0,1,1
PGRMC2,0,0,1
ARIH2,0,0,1
TUBGCP3,0,0,1
SEC24B,0,0,1
CFDP1,0,1,1
TMEM147,0,0,1
RBM14,0,0,1
LYPLA1,0,0,1
CDC42EP2,0,0,1
EMG1,0,0,1
IFI30,0,0,1
C1D,0,0,1
OLFM1,1,1,1
TIMM17A,0,0,1
N4BP2L2,0,0,1
ZER1,0,1,1
MCRS1,0,0,1
LRRN2,1,1,1
FAM3C,0,1,1
ACAA2,0,0,1
PPIE,0,0,1
VAV3,0,0,1
TOMM40,0,1,1
TAB1,0,1,1
ECI2,0,0,1
HAX1,0,0,1
GPNMB,0,0,1
BAIAP2,0,1,1
MAD2L2,0,0,1
TACC3,0,0,1
MERTK,0,1,1
CLEC10A,0,0,1
SLC30A9,0,1,1
PIBF1,0,0,1
PPIH,0,0,1
COG5,0,0,1
ZNHIT1,0,0,1
FST,0,0,1
TIMM44,0,0,1
PFDN6,0,1,1
ZBTB18,1,1,1
HMGN4,0,0,1
TADA3,0,1,1
TRIM38,0,0,1
ATP5H,0,1,1
UBE2E3,0,1,1
SLC25A17,0,1,1
SLC9A6,1,1,1
EIF3M,0,0,1
HOXB13,0,0,0
NXF1,0,0,1
SEC23B,0,1,1
SEC23A,0,0,1
C1orf61,1,1,1
CAP2,1,1,1
CAP1,0,0,1
CREB3,0,1,1
LRRC41,0,0,1
VTI1B,0,1,1
CRTAP,0,0,1
SYNCRIP,0,0,1
VAT1,0,0,1
STK25,0,1,1
ENOX2,0,0,1
UNC13B,0,1,1
CARM1,0,0,1
NCOA2,0,0,1
SEMA6C,0,1,1
SEMA6B,1,1,1
SEMA4F,1,1,1
SEMA4D,1,1,1
SEMA4B,0,0,1
SEMA3C,0,0,1
APPBP2,0,1,1
MYBBP1A,0,0,1
FBLN5,0,0,1
FBXW10,0,1,1
CIB2,0,1,1
CIB1,0,0,1
ZNF211,0,1,1
DDX17,0,0,1
DEAF1,1,1,1
CHERP,0,0,1
KAT5,0,0,1
HYOU1,0,0,1
IPO8,0,0,1
IPO7,0,0,1
NOP56,0,0,1
NEBL,1,1,1
PITRM1,0,0,1
ATG7,0,0,1
SSSCA1,0,0,1
RNASEH2A,0,0,1
P3H3,0,1,1
UBD,0,0,0
BATF,0,0,1
GLRX3,0,0,1
DCTN2,0,1,1
ANP32B,0,0,1
LAMTOR5,0,0,1
PROCR,0,0,1
TM9SF1,0,0,1
PRDX4,0,0,1
ARL6IP5,0,1,1
AGR2,0,0,0
ARPC1A,0,1,1
HTATIP2,0,0,1
AGPAT1,0,1,1
AGPAT2,0,0,1
RPP30,0,0,1
RPP38,0,0,1
SPTLC1,0,0,1
SLC35A1,0,1,1
SLC19A2,0,0,1
IFI44,0,0,1
OLFM4,0,1,1
CXCL13,0,0,0
ARFGEF2,0,0,1
ARFGEF1,0,0,1
AKAP3,0,1,1
RABAC1,0,1,1
SLC34A2,0,1,1
SLU7,0,1,1
DPYSL4,1,1,1
SIVA1,0,0,1
MRPL28,0,1,1
CCT7,0,0,1
CCT4,0,0,1
CCT2,0,0,1
NPC2,0,0,1
GNLY,0,1,1
TACC2,0,0,1
SORBS1,0,1,1
IFITM2,0,0,1
COLEC10,0,1,1
POMT1,0,1,1
MAB21L2,0,1,1
TXNRD2,0,0,1
MTHFS,0,0,1
DRAP1,0,1,1
SCGN,0,1,1
DNPH1,0,1,1
SMC2,0,0,1
PRPF8,0,0,1
ERN2,0,1,1
TRAPPC2B,0,0,1
AHSA1,0,1,1
SLCO1B1,0,0,0
USP16,0,0,1
CDC42EP3,0,0,1
SH2B2,0,1,1
PAIP1,0,0,1
PAICS,0,1,1
TBL3,0,0,1
MXD4,0,1,1
AC130686.2,0,0,1
ST6GALNAC2,0,0,1
PDLIM5,0,0,1
TRIM3,0,1,1
ERLIN1,0,0,1
HEXIM1,0,0,1
SPAG5,0,1,1
RBCK1,0,0,1
STAMBP,0,1,1
TGOLN2,0,0,1
ARID3B,0,0,1
POLR3F,0,1,1
POLR3G,1,1,1
POLR3C,0,0,1
IVNS1ABP,0,0,1
TRIM16,0,0,1
MYL12A,0,0,1
TXNIP,0,0,1
TAF6L,0,0,1
PDPN,0,1,1
POSTN,0,0,1
ATP5MG,0,0,1
RASL10A,1,1,1
GAS2L1,0,1,1
RAD51AP1,0,1,1
RGS14,0,1,1
LEFTY1,0,1,1
SPHAR,0,0,1
EXOC5,0,1,1
NPRL2,0,1,1
IGF2BP1,0,1,1
IGF2BP3,0,1,1
IGF2BP2,0,0,1
CAMKK2,1,1,1
SCGB1D2,0,1,1
SCGB1D1,0,0,0
PRELID3A,1,1,1
MTX2,0,1,1
YKT6,0,1,1
AC011479.2,0,0,1
PMVK,0,1,1
DMRT2,0,1,1
KHDRBS3,1,1,1
KHDRBS1,0,0,1
CELF1,0,0,1
CELF2,0,1,1
LBX1,0,0,0
KLF1,0,1,1
CXCR6,0,0,1
CTCF,0,0,1
TSBP1,0,0,1
CD226,0,1,1
FARS2,0,0,1
CGRRF1,0,1,1
CGREF1,1,1,1
RRAGA,0,1,1
DCTN6,0,1,1
GNA13,0,0,1
TNFSF13B,0,1,1
CSPG5,1,1,1
AVIL,0,1,1
B3GNT2,0,0,1
GNB5,1,1,1
EBP,0,0,1
DLL3,1,1,1
CLDN16,0,1,1
PNMA2,1,1,1
FUT9,1,1,1
GMEB1,0,0,1
RRH,1,1,1
CCT6B,0,1,1
CCT8,0,0,1
CNPY3,0,0,1
CORIN,0,0,1
FAM189B,0,1,1
USP39,0,0,1
POLD3,0,0,1
CERS1,1,1,1
TBR1,1,1,1
AP4B1,0,1,1
NRG3,1,1,1
UGT2B11,0,0,0
POLQ,0,1,1
SLC12A7,0,0,1
MGEA5,0,1,1
NFAT5,0,0,1
NUDC,0,1,1
PTGES3,0,0,1
YME1L1,0,0,1
TCFL5,1,1,1
PLK4,0,1,1
STAG3,0,1,1
STAG2,0,0,1
SIX2,0,0,1
RFPL3S,0,1,1
RFPL3,0,1,1
RFPL2,1,1,1
RFPL1S,1,1,1
RBBP9,0,0,1
RAI2,0,0,1
RAI1,0,1,1
PTTG2,0,1,1
PHTF1,0,1,1
MAP3K2,0,0,1
MASP2,0,1,1
RP11-904M10.1,0,0,1
KIF1C,0,1,1
GRAP,0,0,1
CHL1,1,1,1
CAPN9,0,1,1
GIPC1,0,1,1
TRAF3IP2,0,0,1
PLAC1,0,0,0
NUP50,0,0,1
NES,0,1,1
KDM5B,0,0,1
TOB2,0,0,1
HBS1L,0,1,1
AHCYL1,1,1,1
PLK2,0,1,1
ZMYND11,0,1,1
SRSF10,0,0,1
ZBTB6,0,0,1
POP4,0,0,1
ARPP19,1,1,1
ARPP21,1,1,1
ZNF271P,0,1,1
ZNF234,0,0,1
ZNF266,0,0,1
ZNF274,0,0,1
NEK6,0,1,1
WDR4,0,0,1
SLC17A3,0,0,0
NCKAP1,0,1,1
IQGAP2,0,0,1
VAMP5,0,0,1
ZNF273,0,1,1
ZNF460,0,0,1
ZNF268,0,0,1
MTHFD2,0,0,1
OR5I1,0,0,0
RPP40,0,1,1
CYSLTR1,0,0,1
SEPTIN9,0,0,1
SEC24A,0,0,1
CCR9,0,0,0
GJB6,1,1,1
SDCCAG8,0,1,1
SDCCAG3,0,0,1
HSPH1,1,1,1
STARD10,0,0,1
WASF3,1,1,1
NOXA1,0,1,1
UTP14A,0,0,1
CPLX2,1,1,1
CPLX1,1,1,1
SPINT3,0,0,0
FRS3,1,1,1
FRS2,0,1,1
EPAG,0,0,1
NEU3,0,0,1
FAXDC2,0,1,1
FAM114A2,0,0,1
ZNF275,0,1,1
ALDH1L1,0,1,1
FTCD,0,1,1
PPP1R17,1,1,1
TUBGCP2,0,0,1
CLPX,0,0,1
PDE10A,1,1,1
SRCAP,0,0,1
PPP1R13L,0,0,1
CD3EAP,0,1,1
CCL27,0,1,1
HPSE,0,0,1
RUVBL2,0,1,1
PGRMC1,0,1,1
CYP46A1,1,1,1
LILRB1,0,1,1
SLC26A1,0,1,1
ADAM28,0,1,1
SLC22A7,0,1,1
ARID5A,0,0,1
HCP5,0,0,1
TSPAN9,0,0,1
USP20,0,1,1
USP19,0,0,1
HCST,0,0,1
CD300C,0,0,1
ME3,0,1,1
NMU,0,1,1
FGL2,0,0,1
EDDM3A,0,0,0
CFHR4,0,0,0
CFHR3,0,0,0
SMR3B,0,0,0
ACTL7B,0,0,0
ACTL7A,0,0,0
AC015936.3,0,0,1
MRPS30,0,0,1
WDR3,0,0,1
NPFFR2,0,0,0
PROKR1,0,1,1
GPR83,1,1,1
RAB10,0,1,1
PPARGC1A,0,1,1
MALT1,0,0,1
MMP24,1,1,1
LYVE1,0,0,1
PPBPP2,0,0,0
OCLM,0,0,1
YIF1A,0,0,1
CPSF4,0,1,1
JTB,0,0,1
RUNDC3A,1,1,1
DHRS4,0,0,1
BRD8,0,1,1
MTMR11,0,0,1
BLCAP,1,1,1
MAN1A2,0,0,1
TRAFD1,0,0,1
TXNL4A,0,1,1
PNPLA6,0,1,1
SUGT1,0,1,1
UTS2,0,0,0
GADD45G,0,0,1
EDAR,0,1,1
PAPOLA,0,0,1
TCERG1,0,0,1
MAGED2,0,1,1
BTNL3,0,1,1
EHMT2,1,1,1
COPS8,0,1,1
RNPS1,0,1,1
FASTK,0,0,1
SUB1,0,1,1
SMPDL3A,0,0,1
DBF4,0,0,1
SPIN1,0,1,1
RALBP1,0,1,1
SRSF8,0,1,1
APOBEC2,0,0,1
MORF4L1,0,1,1
MORF4,0,1,1
PRDX3,0,0,1
GPR75,1,1,1
EHD1,0,0,1
AFG3L2,0,0,1
POP1,0,1,1
UGT2A1,0,0,0
PRSS21,0,1,1
MSL3,0,0,1
C11orf58,0,0,1
KDELR1,0,0,1
SF3A3,0,0,1
AP3M2,1,1,1
STARD3,0,0,1
HNRNPA0,0,0,1
BTG3,0,0,1
CBX1,0,1,1
SEC61B,0,0,1
TOMM34,0,1,1
PDIA5,0,0,1
SERINC3,0,1,1
OS9,0,0,1
PNRC1,0,0,1
TMED2,0,0,1
LMAN2,0,0,1
ERP29,0,0,1
MLLT11,1,1,1
STIP1,0,1,1
IFI44L,0,1,1
ACOT2,0,0,1
RAB40B,1,1,1
EBNA1BP2,0,1,1
CKAP4,0,0,1
YWHAQ,0,1,1
TMED10,0,0,1
ASCC3,0,0,1
ADIRF,0,0,0
UQCR11,0,1,1
CLP1,0,0,1
FERMT2,0,0,1
COPS6,0,1,1
RAB32,0,0,1
MAPRE2,1,1,1
CCNI,0,1,1
KCNQ1OT1,0,0,1
GCN1,0,0,1
COPS5,0,0,1
METAP2,0,0,1
IMMT,0,0,1
LILRB5,0,0,1
SLC38A3,1,1,1
SF3B2,0,0,1
SDS,1,1,1
ILVBL,0,0,1
SLC27A5,0,1,1
SLC27A4,0,1,1
SLC27A3,0,0,1
SLC27A2,0,1,1
KIF2C,0,0,1
SPINK5,0,0,1
LILRB4,0,1,1
CCDC85B,1,1,1
IL24,0,0,0
GLIPR1,0,0,1
TLK2,0,0,1
KLK11,0,0,1
TMSB15A,0,1,1
KDELR2,0,0,1
KDELR3,0,0,1
ATF7,0,0,1
SNRNP27,0,1,1
TMED1,0,0,1
LIAS,0,0,1
IFT27,0,1,1
RAB35,0,0,1
TDRKH,1,1,1
VAX1,1,1,1
LILRA1,0,1,1
LILRB3,0,0,1
LILRA3,0,0,1
LILRA2,0,1,1
RBPMS,0,0,1
RAB31,0,1,1
ADAP1,1,1,1
DSTN,0,0,1
RIPK3,0,0,1
GTF2A1L,0,0,1
STON1,0,0,1
SMA4,0,0,1
PIM2,0,1,1
AP001107.1,0,0,1
MID2,0,0,1
PAPD7,0,0,1
UPK1A,0,1,1
SLC35D2,0,0,1
ADRM1,0,0,1
NUDT21,0,1,1
CPSF6,0,0,1
OGFR,0,0,1
ZPBP,0,0,0
DDX52,0,0,1
ABHD2,0,0,1
WWP1,0,0,1
WWP2,0,0,1
CNMD,1,1,1
DUS4L,0,1,1
SOX30,0,1,1
CNTRL,0,0,1
UBE2C,0,0,1
SNRNP35,0,0,1
DEPP1,0,0,1
CYB561D2,0,0,1
RAPGEF4,1,1,1
TMEM115,0,0,1
DUSP14,0,1,1
TOPBP1,0,0,1
TRIM31,0,0,0
STMN2,1,1,1
TPPP,1,1,1
HSF2BP,0,1,1
TRIOBP,0,0,1
RER1,0,0,1
DNAJB4,0,1,1
KERA,0,0,0
ESM1,0,0,0
DIDO1,0,0,1
ADAM30,0,0,0
ADAM29,0,1,1
WDR5,0,0,1
SPACA9,0,1,1
ADAMTS13,0,1,1
CACFD1,0,1,1
ADAMTS8,0,1,1
ADAMTS5,0,0,1
NUPL2,0,1,1
PRSS23,0,0,1
PTPN21,0,0,1
HNRNPUL1,0,0,1
ATE1,0,1,1
RPP14,0,1,1
KRR1,0,0,1
KATNA1,0,0,1
PRDM7,0,0,0
PRDM5,0,0,1
PRDM4,0,0,1
HIBADH,0,0,1
CIT,1,1,1
FGFR1OP,0,1,1
EMILIN1,0,0,1
BTN3A2,0,0,1
BTN3A1,0,0,1
BTN2A1,0,0,1
PTPRT,1,1,1
RCAN3,0,1,1
FAF1,0,0,1
CD160,0,0,1
KIF3A,1,1,1
POLR3A,0,1,1
CLASRP,0,0,1
ZWINT,0,0,1
CAPN11,0,0,1
CAPN10,0,1,1
KPTN,0,1,1
CDC42EP1,0,0,1
SLC7A9,0,1,1
PWP1,0,0,1
TBC1D8,0,0,1
CDC37,0,0,1
IL1RAPL1,1,1,1
PKIG,0,1,1
KAT7,0,0,1
DMC1,0,1,1
PLAAT3,0,0,1
GLMN,0,1,1
HHLA3,1,1,1
HHLA2,0,1,1
BVES,0,1,1
CORO1A,0,1,1
WDR45,0,0,1
FICD,0,1,1
AP4S1,1,1,1
LDB3,0,1,1
PTP4A3,0,0,1
LSM6,0,0,1
RABL2B,0,1,1
RABL2A,0,1,1
ERLIN2,0,0,1
ERG28,0,1,1
NUDT6,0,1,1
NUDT4,0,0,1
NUDT5,0,0,1
NUDT3,1,1,1
SOX21,1,1,1
FSTL1,0,0,1
PSIP1,1,1,1
WDHD1,0,1,1
FAM107A,1,1,1
STRAP,0,1,1
INSL6,0,0,0
ADAMTS7,0,0,1
ADAMTS6,0,0,1
BAZ2A,0,0,1
BAZ1A,0,0,1
LZTS1,1,1,1
ZNF277,0,0,1
WDR6,0,0,1
TREH,0,1,1
SLC2A6,1,1,1
MAP4K5,0,1,1
MAP4K1,0,1,1
INMT,0,0,1
RASSF1,0,0,1
PKP3,0,0,1
NISCH,0,1,1
CELF3,1,1,1
CEP250,0,1,1
WBP4,0,1,1
ABCB8,0,1,1
SEC23IP,0,0,1
WIF1,1,1,1
SUPT16H,0,0,1
ANXA10,0,0,0
CHEK2,0,0,1
POLI,0,0,1
KLK8,0,0,0
RP5-1182A14.1,0,0,1
FZD10,0,1,1
PLPBP,0,1,1
IRAK3,0,0,1
AKAP13,0,0,1
AKAP11,0,1,1
AKAP10,0,0,1
DDX20,0,0,1
TREX2,0,0,1
DUSP10,0,1,1
MRPL3,0,0,1
MST1L,0,0,1
RPL35,0,0,1
GALNT6,0,1,1
GALNT5,0,1,1
RASSF8,0,1,1
PRAF2,0,1,1
SEC63,0,0,1
POLG2,0,0,1
HPS5,0,0,1
PDCD10,0,0,1
RNF139,0,0,1
RNF24,0,1,1
CA5B,0,1,1
PADI2,1,1,1
PMF1,0,0,1
ZHX1,0,1,1
GPR176,0,1,1
NXPH4,0,1,1
NXPH3,0,1,1
NXPH2,1,1,1
GPR45,1,1,1
PTGDR2,1,1,1
PACSIN2,0,0,1
MAN1B1,0,0,1
SLC6A14,0,0,0
HRH3,1,1,1
TP53TG1,0,0,1
DCTN3,0,1,1
FILIP1L,0,0,1
XPOT,0,1,1
CHP1,0,0,1
SP140,0,1,1
PXMP4,0,0,1
DUSP12,0,0,1
SNF8,0,0,1
DDX19B,0,0,1
NRM,0,0,1
PRR4,0,1,1
ATXN2L,0,0,1
USP18,0,0,1
KLHL2,1,1,1
SYNRG,0,0,1
TREX1,0,0,1
KLF12,0,1,1
KLF8,0,0,1
SCN11A,0,1,1
POU6F2,1,1,1
MGAT4B,0,0,1
CYP4F8,0,0,0
PNKP,0,0,1
B4GALT7,0,0,1
SLCO2B1,0,1,1
VPS45,0,1,1
LYPLA2,0,0,1
CD300A,0,1,1
PARK7,0,1,1
COPE,0,1,1
RBPJL,0,1,1
GPR182,0,0,1
ECD,0,0,1
MGAT4A,0,1,1
GPN1,0,0,1
TMC6,0,1,1
DDX42,0,0,1
VSIG4,0,0,1
FKBP9,0,0,1
STK38,0,0,1
CTRC,0,1,1
PHB2,0,0,1
ACOT7,1,1,1
PDAP1,0,0,1
TUSC2,1,1,1
CBX3,0,0,1
EXOC3,0,0,1
GABARAP,0,0,1
U2AF2,0,0,1
OIP5,0,0,1
EXOSC8,0,0,1
SCRG1,1,1,1
RNF13,0,1,1
MGLL,0,1,1
TWF2,0,0,1
GABARAPL2,1,1,1
SYNPO,0,1,1
CASC3,0,1,1
NID2,0,0,1
COG2,0,0,1
TFEC,0,0,1
LAMB4,0,1,1
RRAS2,0,0,1
ITGA11,0,0,1
CLCA4,0,1,1
XRN2,0,0,1
IKZF3,0,0,1
IKZF2,0,0,1
MRAS,1,1,1
ATF5,0,0,1
COPZ1,0,0,1
COPG1,0,0,1
RASA3,0,1,1
PHLDA1,0,1,1
MTF2,0,1,1
HSPA4L,0,1,1
DNAJC8,0,1,1
PUF60,0,1,1
SCAF8,0,0,1
NLGN4Y,1,1,1
CEP162,0,0,1
ZNF652,0,0,1
ZFP30,0,1,1
RHOBTB3,0,1,1
COBLL1,0,0,1
RNF44,0,1,1
DLGAP4,0,1,1
RAB11FIP2,0,1,1
PPM1E,1,1,1
FRMPD1,1,1,1
DOLK,0,0,1
VASH1,1,1,1
ZNF507,0,0,1
AAK1,1,1,1
CPEB3,1,1,1
ADNP2,0,0,1
ANKRD26,0,1,1
LMTK2,0,1,1
NTNG1,1,1,1
CHSY1,0,0,1
ICK,0,1,1
ADGRL1,1,1,1
AC055839.1,0,0,1
FNDC3A,0,0,1
ATG14,0,0,1
R3HDM2,0,1,1
SLITRK3,1,1,1
CNKSR2,1,1,1
FASTKD2,0,0,1
ZNF510,0,1,1
PPP6R1,0,1,1
NLGN1,1,1,1
SEC31A,0,0,1
DZIP1,1,1,1
PLEKHA6,1,1,1
ENPP4,0,1,1
INPP5F,1,1,1
MLXIP,0,0,1
TRAPPC8,0,0,1
MON1B,0,1,1
MORC2,0,0,1
ANKRD6,0,1,1
ZHX2,0,0,1
CLSTN1,1,1,1
WDR37,0,1,1
ABLIM3,0,1,1
FOXJ3,0,0,1
UBOX5,0,0,1
KHDC4,0,0,1
ZBTB1,0,0,1
ZNF365,1,1,1
BAHD1,0,0,1
DIS3,0,0,1
RPH3A,1,1,1
CEP164,0,1,1
DENND3,0,0,1
ARHGEF15,0,0,1
CARD8,0,0,1
ARSG,0,0,1
RUFY3,1,1,1
BTBD3,1,1,1
SBNO2,0,0,1
EPN2,1,1,1
TRAK1,0,1,1
DHX30,0,1,1
SACM1L,0,0,1
FAN1,0,1,1
WDR47,1,1,1
RALY,0,0,1
AC022075.1,0,0,1
MMRN1,0,0,1
NCBP2,0,1,1
ZP1,0,1,1
CD93,0,0,1
MAPRE1,0,0,1
KIFAP3,1,1,1
MSRB2,0,1,1
MAPRE3,1,1,1
PLA2R1,0,0,1
ATF6,0,0,1
HABP4,1,1,1
SEPHS2,0,0,1
SEPHS1,0,0,1
RAB3GAP1,0,0,1
RAB18,0,1,1
POMZP3,0,1,1
SIRT2,1,1,1
RPIA,0,0,1
ELL2,0,0,1
SCAP,0,0,1
SNW1,0,0,1
SHANK2,1,1,1
DKK1,0,1,1
KIN,0,0,1
CCT5,0,0,1
PTGR1,0,0,1
SLC4A1AP,0,1,1
P2RX2,0,0,0
TRIM32,0,0,1
SCMH1,0,0,1
LAMB2P1,0,0,1
TPX2,0,1,1
PAXIP1,0,0,1
AKR7A3,0,1,1
NT5C2,0,0,1
EFR3B,1,1,1
TCF25,0,0,1
NINL,0,1,1
DIP2C,0,1,1
MAST1,1,1,1
PDCD11,0,0,1
ACIN1,0,0,1
SORCS3,1,1,1
SV2C,1,1,1
MYH15,1,1,1
PCNX1,0,0,1
KDM2A,0,0,1
HMGXB3,0,0,1
CEP131,0,0,1
CEP152,0,0,1
TTC39A,0,1,1
RP11-259P6.1,0,0,1
LIMCH1,1,1,1
RIMS1,1,1,1
WDFY3,0,1,1
DAAM1,0,0,1
MAPKBP1,0,1,1
PLCH1,1,1,1
KLHDC10,0,1,1
RAB21,0,0,1
STK38L,0,0,1
SPEN,0,0,1
FBXO21,0,1,1
GOLGA8A,0,1,1
